abnormal,acl,meniscus
0.9284210526315789,0.8900112233445566,0.8102375565610859
0.9237894736842105,0.8981481481481481,0.7850678733031674
0.9406315789473684,0.8872053872053872,0.8110859728506787
0.9267368421052631,0.920314253647587,0.8444570135746606
0.9326315789473685,0.9040404040404041,0.8300339366515838
mean_auc
0.9304421052631578,0.8999438832772165,0.8161764705882353
