t_abnormal,t_acl,t_meniscus,v_abnormal,v_acl,v_meniscus,t_abnormal,t_acl,t_meniscus
0.25185058334949467,1.1666233036172602,0.8658258994068719,0.2277773526307624,1.1398457336214791,0.8635476735313382,0.24759899452328682,1.5246971473097801,0.929497571537892
0.2337285379536112,1.1442460585880068,0.834310991920333,0.23421220316559868,1.1336969896755387,0.777990180702336,0.2400568294649323,1.4288833732406299,0.7815550136069457
0.22458226965514705,1.1136532013131455,0.7994595402439612,0.2422588322707246,1.161936118011981,0.7740171626869556,0.24491673903539776,1.3359083473682403,0.8129175590972105
0.17669632139644562,1.0564923283141272,0.7426534959865091,0.18785476974784437,1.049259877705996,0.7212678891631354,0.2186015807305618,1.2249281086027621,0.7552922364324332
0.16667083398531968,0.9166192797927466,0.7109393414884674,0.18973389610264912,1.079923968135783,0.7465245079216176,0.20146742662473116,1.4059702354172865,0.7820629854996999
0.1595298524761049,0.8295549182550965,0.6635977108015028,0.18243562548619127,1.0168716844204253,0.7659088047468556,0.2198323206859641,1.1259407135347526,0.7415416883925597
0.15001701514345575,0.7622460640124169,0.563768779694111,0.18323920077471212,1.0457125502613793,0.6760201399766765,0.21212762950987477,1.2470187035699685,0.6868222543969751
0.1395555904334923,0.7059102279352503,0.5138500513286387,0.20022048680106616,1.1010578760003622,0.6441581508359023,0.2102329510851026,1.6819795335332552,0.650368446453164
0.12605669581969664,0.5524691288602596,0.4792088613272603,0.1829684504103822,1.3027345374622177,0.6553167288348211,0.21237532169519302,1.477385743552198,0.7131693261830757
0.12309715391713116,0.4759395784282216,0.472207141582714,0.18308185936704863,1.2104972436018617,0.6536447008890388,0.2152219697010878,1.1678913906837503,0.6993212666052083
0.10951141725052897,0.37725591598762676,0.3894453312834906,0.1867772974003059,1.3058421021096607,0.6169875295156926,0.2117078758899879,1.303761866215306,0.6560678736461948
0.10757160236095996,0.37142090220416407,0.3658785897706825,0.18526287169908626,1.3011897361128533,0.6792926640060227,0.216919246349183,1.2849047235834101,0.6785250726776818
0.10831872393536875,0.3391296308914167,0.33818752954268944,0.18687027781445584,1.2944884288363752,0.67814065405555,0.21368899100416455,1.221000936247098,0.7281720216153189
0.10535377471899511,0.30865572734305274,0.31876033929020037,0.1884048923603321,1.3476510015398726,0.7198642036523175,0.21133221480607364,1.3316850568594722,0.7388244634028525
0.10405099933567911,0.29266707233433503,0.31759834116988245,0.18765089592785136,1.3641099806677188,0.6963256534757669,0.2128629127779277,1.3669355769913334,0.7288361014332623
0.10318449272683887,0.2909146316974852,0.30112204808366805,0.18757611184444822,1.3603200433009295,0.69628712836142,0.21333014030121072,1.3505995456866609,0.7260817979850496
