t_abnormal,t_acl,t_meniscus,v_abnormal,v_acl,v_meniscus,t_abnormal,t_acl,t_meniscus
0.24886524410654617,1.1502851260315001,0.8956876787464175,0.23493877424141474,1.116555361093673,0.9021943917052936,0.2523422433063388,1.810992030799389,1.0314855818947157
0.22703911944609795,1.1126828479819593,0.8547233848511118,0.21877048828070406,1.1260443010688883,0.8948901358958894,0.24454718072277803,1.5929937402407328,1.0201920002698899
0.21397277542628942,1.0739174084325807,0.8107538089255052,0.22338553565035088,1.10477810372821,1.0339757757904255,0.2622326227215429,1.6079321083923181,1.2287173410256704
0.20468292382558131,1.040284367921078,0.7978552262570742,0.23746744063641645,1.1141044366939934,0.8527697972228042,0.23918617957582075,1.8357856757938862,0.9577406232555707
0.18713014245917198,0.9895419303360766,0.7528739919375002,0.2069134739788035,1.1568122044601272,1.4117238801137535,0.22846246391224365,2.0807513053218525,1.6677492042382558
0.18612677944088518,0.920640007617463,0.7471823788585916,0.1968316014658297,1.087207067197403,0.861183086723353,0.24462484916827332,1.7698994405567645,0.9664982294042905
0.1824990913271389,0.8854419812889753,0.6982003647949447,0.1940869673204699,1.0536416108365607,0.8998501915319831,0.24579100318563482,1.587363744278749,1.0036431635419527
0.18223834424114793,0.8653413121942926,0.6830326292202272,0.20218444491563514,1.0410992297451054,0.8353300626035285,0.2259945051201309,1.4566113859415055,0.8982974941531817
0.1760847960659035,0.8561592615679302,0.6901343431966627,0.2126298551983406,1.040501221223215,0.8719967367638529,0.22815676033496857,1.298907596617937,0.9521486038963
0.1742232543925252,0.8275718545887323,0.6667528011531165,0.18950010020186944,1.0594712134483641,0.7886028173750481,0.23431469904608093,1.620225999255975,0.8281652887662252
0.1726792324877826,0.8312217967700114,0.6585891623280745,0.18883835409759683,1.0579503816840923,1.058880762056967,0.2340565817527628,1.600347998738289,1.1966256057222684
0.17066281603621442,0.7921018125406937,0.647650334192852,0.18743671181372704,1.0257465715429424,0.7901645504531607,0.23952502638761264,1.375114652638634,0.8273368592063586
0.1716347367696431,0.7734020633738389,0.6376902860037126,0.18675721482068827,1.0232931144733344,0.9875372236808845,0.2394096190536705,1.3159898872176805,1.0995532761017481
0.17156298093451908,0.7763809184420162,0.633859930395157,0.18886764550919488,1.0273926709078054,0.8443705301105449,0.23314130162859026,1.386772296205163,0.9021387308835983
0.16882434266977903,0.7896311281133542,0.630671183059437,0.18606216658372432,1.0294551238813232,0.8891747407944857,0.2506557446710455,1.3903090951343378,0.9632294250031312
0.16935295838719971,0.7731189027230824,0.6212284019200411,0.18773738336048823,1.0377311350497525,0.9077632657985771,0.23199131661676803,1.4544062403341134,0.9880243110160033
0.16897296813814758,0.7626383578553136,0.6252029281340342,0.18480704092025033,1.0259279786749225,0.886161844023561,0.2420921276663042,1.3568532408525547,0.9584663396080335
0.16840564920020956,0.7711045565660548,0.6199985564216576,0.18474090213071456,1.0300572195411783,0.8750160029240414,0.24902611150076456,1.396889474739631,0.9429288866619269
0.16577912023611907,0.7617204011607487,0.6362038437705652,0.1844991827363033,1.0335167056955068,0.8765307205968198,0.23625716689663628,1.4226401715228956,0.9450685568153858
0.16202609615675503,0.7641503244836246,0.6137144640747425,0.18328693218578676,1.0330583574497594,0.879154213498124,0.25060221265399985,1.4192167396346729,0.948588561763366
0.16582698287494868,0.7506109274165557,0.6190026720771483,0.1839304177350142,1.0330290674372058,0.8792446731729845,0.2346139791169359,1.4183778289705515,0.9487284486492474
0.16373779163417712,0.7675800766400268,0.6241084849049824,0.1825611364339536,1.0329197916836865,0.8798926095519446,0.23880995404906571,1.4176863241940736,0.9496077850461007
0.1638631698038904,0.7536124953983632,0.6247484766944122,0.1823128877069587,1.0328718589997925,0.8802276500294693,0.2397376536905843,1.4175211030989885,0.9500991637508075
0.16439371341589604,0.7472087446336462,0.6162967757049915,0.18339572370719923,1.032989737074987,0.8806322231493166,0.2319989119588475,1.4182130531718333,0.9506396022935708
0.16303572928998103,0.7530063026279739,0.6156780608080789,0.18120542517142058,1.033112457895701,0.8810048804873913,0.2390020644525066,1.418864577015241,0.9511573640008767
0.15887151116791667,0.7704555764135006,0.6190243827516988,0.18123709234672772,1.0329797827037035,0.8812508493398143,0.2358122144001148,1.41802073319753,0.9514381997287273
0.15931762370489028,0.7551633747113226,0.614537016476249,0.18042853681486,1.0329686204152824,0.8816940104011941,0.2388390468006643,1.4181815338631472,0.9521197060743968
0.15572282821201436,0.7535651247717637,0.6189991883702773,0.19375344812334308,1.032788483574327,0.8820755450071487,0.22275629036012107,1.4166105061769485,0.9526350642244021
0.16182434414392358,0.7543513587947968,0.6179061232184151,0.17880851504458856,1.0328285166647582,0.8826801435346097,0.24423736899528498,1.4170004457235337,0.9534420517583688
0.1574118861240135,0.7581398198298649,0.6194196054876774,0.17916956565866196,1.032865755721531,0.8830413985832603,0.2331235671978599,1.417291226486365,0.953921410938104
0.15876132712769786,0.7603521233968502,0.6292243046290448,0.1826192246712909,1.0327788687649027,0.8832085276335742,0.2692590255261166,1.4166481789201497,0.9541538886725902
0.15627946841774665,0.7691281073092096,0.6164765351872264,0.17834984886859734,1.032919010361739,0.88354742632503,0.23599658794216036,1.4175104677677155,0.9546164870262146
0.15556855155894247,0.7585203159204891,0.6289728159637116,0.17992914151977255,1.0329543526193736,0.8834648831228239,0.2303340219523913,1.4176844082772733,0.9545315183699131
0.15750269419934748,0.7692979807775896,0.6106909733859047,0.17787986295606809,1.032837832132272,0.88366053629238,0.2370655412504372,1.4168596686174473,0.954761985441049
0.1561110307051969,0.7659692003070253,0.6277153683513139,0.17760211771222212,1.032733829543654,0.883594928721411,0.2372736870747758,1.416166478395462,0.9546409321328004
0.1524367636730029,0.758835872569311,0.6194065202983607,0.17713751362026792,1.0327931858796988,0.8840547122259056,0.23844860669535894,1.416537798816959,0.9552873320877552
0.1527361032661577,0.7621763156957727,0.6167352720682996,0.17718763621647604,1.0329713594596999,0.8845331908854763,0.23567026024781323,1.417654277384281,0.9559362664818764
0.15013725950320322,0.7595301279056389,0.6202907299589926,0.17684108011457508,1.0330004048558463,0.8843369407463918,0.23702499910529393,1.4178238419195017,0.9556412393848102
0.15339134751855904,0.7685407427329142,0.6191767889396411,0.17694898605227175,1.0328839009841986,0.8842822101000136,0.23586506203670676,1.417270677164197,0.9555835458139579
0.15504183557048848,0.7731677046853357,0.6270721912285132,0.17615233643075237,1.0327272214720735,0.8839843807231008,0.24050222893905204,1.416167725622654,0.9551711762944858
0.15095803172990013,0.7531114075233979,0.613478596536525,0.1770357204543476,1.032772275330746,0.8846420906813799,0.23419602748957308,1.4165654229621092,0.9560702626903852
0.1537807473374672,0.7561104496429979,0.6314718279559001,0.1759286367198436,1.0329035967588425,0.8846739661113351,0.2406764087883251,1.417192395279805,0.9561181527872881
0.1524440477639787,0.7788655312847247,0.6243050971637125,0.17576680757029114,1.0328719626485774,0.8846699875012963,0.24113882744374374,1.4172250036150218,0.9561046466231347
0.15199715921283644,0.7543636187581362,0.6235625834525687,0.17825483279900245,1.0329629447871604,0.884402327173579,0.23002128333610017,1.4176382991174856,0.9557317475477854
0.15164750158326779,0.7614294969995993,0.6279170777549786,0.17746515088895978,1.0329709737438015,0.8842616123435771,0.23097381297072087,1.4175686004261177,0.9555225821832816
0.15132677087446197,0.7582944184541702,0.6098604775569608,0.17570133372292385,1.0329029728881025,0.8845549562072332,0.23780981355084804,1.4172614789257447,0.9558887553711732
0.15083834694325512,0.7646411677937855,0.6158885670809355,0.17572672454335322,1.032981484205322,0.8849288218580516,0.2374614645591161,1.4175862661252419,0.9564416274428368
0.15456551710886476,0.7702079106583796,0.629055680468085,0.1757748741398986,1.0327985648032838,0.8842035922328982,0.23672122340794885,1.4163886507352192,0.9554538709421952
0.15032515545735967,0.7628031403024113,0.6170969073932651,0.17571355136362754,1.0327851124833116,0.8843025368663062,0.23703203299616385,1.4164913880328338,0.9555832246939341
0.1508397456539014,0.7603690188740735,0.6183862087226152,0.17565975103381015,1.032870075871459,0.884249944470625,0.23733000943466323,1.4170623984187842,0.9554881826043129
