t_abnormal,t_acl,t_meniscus,v_abnormal,v_acl,v_meniscus,t_abnormal,t_acl,t_meniscus
0.2533280563590207,1.140702875743134,0.8868938508748481,0.24904763200773603,1.004234124865152,0.9191184028060035,0.2439977219949166,1.4631930177410444,0.9924700617790222
0.21931437464725573,1.0456286413281892,0.8004468625526776,0.2481719123207824,0.880464291150591,0.8454542962455116,0.24485591736932596,1.4287460766732694,0.8699179487923782
0.18114133849921604,0.9740079688485217,0.7601172006565385,0.19124943031352507,0.8618228595077464,0.7701485681850299,0.1580603261012584,1.2248458276192347,0.7965611815452576
0.1665008193006953,0.9331694261822026,0.7333943297328279,0.19660185059363566,0.7989494869139342,0.7736464680823605,0.16618897354152676,1.2597715698182583,0.8098113891358177
0.16483316814000987,0.9358087807432213,0.7331641377897653,0.2044651596363947,0.7948717035814724,0.7591666649796266,0.17753664193151053,1.2895024202764034,0.7968254504104455
0.1483378483650826,0.9175805383221766,0.7107424938894676,0.22151094699866733,0.8474547405422261,0.7439934093735915,0.19936731934867566,1.7286557336648305,0.8017641345659892
0.14813011690501748,0.8922639204996877,0.6901114737301801,0.21810299541983563,0.8391382656002466,0.7529288507932055,0.19515616903663613,1.0760076602300008,0.8176786900808414
0.14259704085740682,0.8464344501890967,0.686888542856642,0.22079689528721497,0.7697466403509663,0.7475250880934495,0.19967566259098626,1.1654915992170571,0.801424746805181
0.13902100862653033,0.8377771191628633,0.6596643176770448,0.21500262232928483,0.7663887209069412,0.7287046978233662,0.1921042232976712,1.1952308587729932,0.7900053465118011
0.1377515885407002,0.8384601914414526,0.6321419086925422,0.21846743770493854,0.7604898579616463,0.7541161957567772,0.1966653721128144,1.3264925150821607,0.8168967578560113
0.13706275414783584,0.818810504308976,0.6454819083807215,0.2264335301198092,0.7981206950756301,0.7320325145811106,0.20735729999008376,1.0483572595442334,0.8069456266860168
0.1396698804691634,0.8179088567540181,0.625904888376198,0.2230058489588864,0.7837998962310035,0.7312205550549304,0.20265847292309142,1.0716094333678483,0.8078136180837949
0.1384078174611301,0.7993091993132787,0.6225374085309429,0.22235221696500634,0.7691776019611717,0.7446619161462362,0.20169808835416916,1.113398823266228,0.8176958054925004
0.13202295295831495,0.7849440068105417,0.6103215019869725,0.22254613979922533,0.7892121188342571,0.7319563786144805,0.20197257623488743,1.0495218887925148,0.8086570988719662
0.13812464949257117,0.7839587509829914,0.6202944323412283,0.22262441329256244,0.7665029801428318,0.7330938461607537,0.20208806392705203,1.101936003441612,0.8080854613954822
